source,target,confidence,notes,page,chunk
"
TABLE 82 
UK: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","
표 82
영국: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)",0.95,Direct translation of table title with currency and years accurately matched.,109,1
"
TABLE 83 
UK: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","
표 83
영국: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)",0.95,Direct translation of table title with currency and years accurately matched.,109,1
"Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis","출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석",0.95,"The source list matches the target list of organizations and sources, directly translated.",109,1
"
ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025","
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",0.95,Direct translation with high confidence.,110,1
"TABLE 85 
UK: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","표 85
영국: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)",0.95,Direct translation with high confidence.,110,1
"TABLE 86 
UK: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)","표 86
영국: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)",0.95,Direct translation with high confidence.,110,1
"Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis","출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석",0.95,Direct translation with high confidence.,110,1
"
9.3.3.1
핵심 기업에 의한 프랑스의 전체 시장에 대한 고점유율","9.3.3.1 
Presence of major players has ensured the strong share of 
France in the overall market",0.95,Direct translation with high alignment in content and structure.,111,1
"프랑스의 전체 동물보건 시장은 기술과 혁신의 측면에서 번성하고 있다. 동물보건 산업과 관련하여 프랑스 시장이 지닌 매력은 산업 및 수의학 분야의 밀도, 세계적으로 인정받은 과학 및 기술에 대한 전문 지식, 제조사의 R&D에 대한 투자역량에 있다. 프랑스는 2019년 유럽 시장의 18.3%를 차지했다. 프랑스 시장의 성장은 반려동물 개체수 증가, 동물보건 지출 증가, 수의사 증가 등의 요인에 주로 기인한다. 프랑스의 동물용 구충제 시장에서 활동하는 여러 핵심 기업들은 이러한 시장 성장에 한 몫하고 있다.","The overall veterinary market in France is thriving in terms of technology and innovation. The market attractiveness of France with regard to the animal health sector lies in the density of its industrial and veterinary fields, its recognized scientific and technical expertise, and the capacity of manufacturers to invest in R&D. France accounted for 18.3% of the European market in 2019. This market is mainly driven by factors such as the growing companion animal population, an increase in animal healthcare expenditure, and the rising number of veterinary professionals in France. The presence of various major players operating in the animal parasiticides market space in the country is further aiding the market growth.",0.95,"The translation accurately reflects the original English text, with all key information and context preserved.",111,1
"프랑스는 반려동물 구입 및 반려동물 보건제품 시장에서 선도적인 위치에 있다. 프랑스의 반려동물 개체수는 큰 폭으로 증가했는데, 이러한 변화는 반려동물 보건에 대한 투자 증가에 주로 기인했다. FEDIAF에 따르면, 프랑스","France is among the leading markets for companion animal ownership and companion animal health products. The population of companion animals in the country has witnessed a significant increase, driven mainly by increasing investments in pet healthcare. According to the FEDIAF, 21% of households in France owned a dog, and 24% owned a cat. In addition, the willingness to spend on pet health is a key driver for the growth of the companion animal health industry in France, which, in turn, is driving the market for animal health and diagnostics. Pet owners in France were relatively less concerned about the effects of the economic downturn on their companion animal health spending, which has helped sustain growth in the animal health market even during times of economic uncertainty (Source: FEDIAF).",0.85,The translation is generally accurate but the English text provides more detailed statistics and insights into the pet ownership trends in France.,111,1
"
표 89
프랑스: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 89 
FRANCE: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and year range accurately translated.,112,1
"
표 90
프랑스: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 90 
FRANCE: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and year range accurately translated.,112,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Sources list matches directly with minor formatting differences.,112,1
"
ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025","
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",0.95,Direct translation of the title with high confidence.,113,1
"TABLE 92 
FRANCE: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)","표 92
프랑스: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)",0.95,Direct translation of the table title with high confidence.,113,1
"TABLE 93 
FRANCE: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)","표 93
프랑스: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)",0.95,Direct translation of the table title with high confidence.,113,1
"Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis","출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA),
UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석",0.95,Direct translation of the source list with high confidence.,113,1
"
9.3.4.1
동물
 보건비용
 지출로
 예상되는
 시장
 성장","9.3.4.1 
Increasing animal health expenditure is expected to drive market 
growth",0.95,"Direct translation of the section header, indicating the same content focus.",114,1
"스페인은
 2019년
 유럽
 동물용
 구충제
 시장의
 14.6%를
 차지했다.
 이
 시장은
 2020년
 4억
 2,240만
 달러에서
","Spain accounted for 14.6% of the animal parasiticides market in Europe in 2019. This market is expected 
to reach USD 642.5 million by 2025 from USD 422.4 million in 2020,",0.95,The English translation accurately reflects the statistics and context provided in the Korean text.,114,1
"2025년까지
 6억
 4,250만
 달러
 규모로
 성장하여,
 8.8%의
 CAGR을
 기록할
 것으로
 예상된다.
 스페인은
 유럽에서
","at a CAGR of 8.8% during the 
forecast period. Spain is one of the fastest-growing animal health markets in Europe.",0.95,"Both texts discuss the projected market size and CAGR, indicating a direct translation.",114,1
"가장
 빠르게
 성장하고
 있는
 동물보건
 시장이다.
 반려동물
 개체수의
 증가는
 미미한
 수준에
 그쳤으나,
 수의과
 진료
","Although the country 
has witnessed marginal growth in its companion animal population, the number of veterinary practices and 
the willingness to spend on animal healthcare have both risen.",0.95,"This segment accurately captures the essence of the English text, focusing on the growth of the animal health market and factors contributing to it.",114,1
"횟수와
 동물보건
 지출에
 대한
 의향
 모두
 상승했다.
 2018년
 FEDIAF의
 발표에
 따르면,
 개의
 개체수는
 2010년
","According to the FEDIAF in 2018, the 
canine population in the country increased from 4.72 million to 6.27 million from 2010 to 2018.",0.95,"Both texts provide the same statistics and source for the increase in canine population, indicating a direct translation.",114,1
"스페인의
 가축
 개체수는
 현저한
 증가세를
 보였는데,
 FAO에
 따르면,
 소
 및
 염소의
 개체수는
 2014년
 608만
 마리","The country has seen significant growth in its livestock animal population—according to the FAO, in 2017, 
the number of cattle and goats increased to 6.46 million and 3.05 million from 6.08 million and 2.70 
million in 2014, respectively.",0.95,"The translation directly matches the English text, including the source (FAO) and the statistics provided.",114,1
"와
 270만
 마리에서
 2017년
 각각
 646만
 마리와
 305만
 마리로
 증가했다.
 스페인은
 또한
 유럽의
 돼지고기
 수출국
","Spain is also the second-largest pork exporter in Europe. According to the 
Ministry of Agriculture, Food, and Environment (MAGRAMA), in 2019, total pork production recorded an 
increase of 3.4% over the previous year.",0.95,"This segment continues the discussion on livestock population growth and introduces Spain's status as a pork exporter, directly matching the English text.",114,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the document title with minor formatting differences.,115,1
"표 96
스페인: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 96 
SPAIN: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Exact match with minor differences in date formatting and currency notation.,115,1
"표 97
스페인: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 97 
SPAIN: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Exact match with minor differences in date formatting and currency notation.,115,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,The source and target texts list the same sources of information with minor differences in the organization names due to translation.,115,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation with high confidence.,116,1
"
표 99
스페인: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 99 
SPAIN: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence.,116,1
"
표 100
스페인: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 100 
SPAIN: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence.,116,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Direct translation with high confidence.,116,1
"
9.3.5
이탈리아","9.3.5 
ITALY",0.95,Direct translation of the country name and section number.,117,1
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the title with the year and market focus matching.,117,1
"9.3.5.1
가축의 인수공통감염병 억제 필요성에 기인한 이탈리아의 동물용 구충제 수요","9.3.5.1 
Need to curb zoonotic diseases in livestock will contribute to the 
demand for animal parasiticides  in Italy",0.95,Both texts discuss the demand for animal parasiticides in Italy due to the need to curb zoonotic diseases in livestock.,117,1
"이탈리아는 2019년 유럽 동물용 구충제 시장의 11.5%를 차지했다. 이 부문은 2020년 3억 3,000만 달러에서 2025년 4억 8,530만 달러 규모로 성장하여, 예측기간 중 8.0%의 CAGR을 기록할 것으로 예상된다. 이탈리아","Italy accounted for 11.5% of the European animal parasiticides market in 2019. This segment is projected 
to reach USD 485.3 million by 2025 from USD 330.0 million in 2020, at a CAGR of 8.0% during the 
forecast period.",0.95,"Both texts provide the same statistical information about the Italian market for animal parasiticides, including market share, growth, and CAGR.",117,1
"
표 103
이탈리아: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 103 
ITALY: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and market type details accurately translated.,118,1
"
표 104
이탈리아: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 104 
ITALY: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and market type details accurately translated.,118,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The sources are directly translated, maintaining the integrity of the original content.",118,1
"\uD2B8,
 연차보고서,
 전문가
 취재,
 MarketsandMarkets
 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.85,"The English text lists sources of information which is similarly done in the Korean text, albeit with a more detailed enumeration of the sources.",118,2
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation with high confidence.,119,1
"
표 106
이탈리아: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 106 
ITALY: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence.,119,1
"
표 107
이탈리아: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 107 
ITALY: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence.,119,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"Direct translation with high confidence, including the sources listed.",119,1
"
9.3.6
기타 유럽 지역
","9.3.6 
REST OF EUROPE",0.95,Direct translation of section headers.,120,1
"기타 유럽 지역은 2019년 유럽 동물용 구충제 시장의 18.8%를 차지했다. 이 시장은 2020년 5억 3,530만 달러에서 2025년 7억 5,890만 달러 규모로 성장하여, 예측기간 중 7.2%의 CAGR을 기록할 것으로 예상된다. 기타","The RoE accounted for 18.8% of the European animal parasiticides market in 2019. This market is expected to reach USD 758.9 million by 2025 from USD 535.3 million in 2020, at a CAGR of 7.2% during the forecast period. The RoE includes",0.95,Both texts provide the same statistical data and projections for the Rest of Europe animal parasiticides market.,120,1
"유럽 지역은 러시아, 스위스, 네덜란드, 스웨덴, 노르웨이, 폴란드, 포르투갈, 루마니아, 덴마크, 에스토니아, 핀란드, 오스트리아, 벨기에가 포함한다.","The RoE includes Russia, Switzerland, the Netherlands, Sweden, Norway, Poland, Portugal, Romania, Denmark, Estonia, Finland, Austria, and Belgium.",0.95,Lists of countries included in the Rest of Europe region match exactly.,120,1
"중부 및 동유럽 국가의 동물용 구충제 제품에 대한 수요는 특히 러시아, 헝가리 및 폴란드의 소와 돼지의 증가와 같은 동물 개체수 증가, 우유 및 육류 소비 증가로 인해 증가하고 있다. FEDIAF의 발표에 따르면, 러시아의 돼지 및 소의 개체수는 각각 2011년 1,720만 마리와 1,950만 마리에서 2017년 2,200만 마리와 1,970만 마리로 증가했다. 덴마크와 오스트리아는 세계에서 1인당 육류 소비량이 가장 높은 10개 국에 들어가며, 이러한 점으로 인해 기타 유럽 지역은 중요한 가축 및 수의학 장비 시장으로 부상했다.","The demand for animal parasiticide products in Central and Eastern European countries is increasing due to the growing animal population—particularly the increasing cattle and pig population in Russia, Hungary, and Poland—and the rise in milk and meat consumption. According to the FEDIAF records, in Russia, the number of pigs and cattle increased from 17.2 million and 19.5 million in 2011 to 22.0 million and 19.7 million in 2017, respectively. Denmark and Austria are among the top 10 highest per capita meat-consuming countries in the world, making the RoE an important market for livestock and veterinary equipment.",0.95,"Both texts discuss the factors driving the demand for animal parasiticide products in the Rest of Europe, including statistics on livestock populations.",120,1
"FEDIAF의 2017년 통계 발표에 따르면, 기타 유럽 지역은 동물 개체수 및 반려동물 소유는 수의사 수와 함께 증가한 것으로 나타났다. OIE는 2018년 발표에서 포르투갈의 수의사 및 수의사보조원의 수는 2014년 4,940명에서 2018년 6,284명에 달했다고 밝혔다. 네덜란드의 수의사 수는 2014년 5,813명에서 2018년 6,415명에 달했다. 이러한 증가세는 기타 유럽 지역에서 수의용 제품의 수요를 촉진할 것이다.","According to FEDIAF Facts & Figures 2017, the animal population and companion animal ownership have increased in RoE countries, along with the number of veterinary professionals. According to the OIE (2018), in Portugal, the number of veterinarians and paraveterinarians reached 6,284 in 2018 from 4,940 in 2014. The number of veterinary professionals reached 6,415 in 2018 from 5,813 in 2014 in the Netherlands. This will drive the uptake of veterinary products in the RoE.",0.95,"Both texts provide information on the increase in animal populations, pet ownership, and the number of veterinary professionals in the Rest of Europe, indicating a growing demand for veterinary products.",120,1
"표 109
기타 유럽 지역: 2018년 반려동물 소유자 수(백만 명)","TABLE 109 
ROE: COMPANION ANIMAL OWNERSHIP, 2018 (MILLION)",0.95,Both texts refer to the same table about companion animal ownership in the Rest of Europe for the year 2018.,120,1
"오스트리아
2.03
0.87","Austria 
2.03 
0.87",0.95,Exact match of data for Austria's companion animal ownership numbers.,120,1
"벨기에
2.05
1.32","Belgium 
2.05 
1.32",0.95,Exact match of data for Belgium's companion animal ownership numbers.,120,1
"네덜란드
2.64
1.52","Netherlands 
2.64 
1.52",0.95,Exact match of data for the Netherlands' companion animal ownership numbers.,120,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the title with minor format differences,121,1
"
표 111
기타 유럽 지역: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 111 
ROE: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Exact match with currency and year range,121,1
"
표 112
기타 유럽 지역: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 112 
ROE: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Exact match with currency and year range,121,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Direct translation of the source list with minor abbreviation differences,121,1
"\uD2B8,
 연차보고서,
 전문가
 취재,
 MarketsandMarkets
 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.85,The English text lists sources of information which aligns with the Korean text mentioning various organizations and MarketsandMarkets Analysis. Minor differences in detail.,121,2
"
ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025","
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",0.95,Direct translation of the title with high confidence.,122,1
"TABLE 114 
ROE: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)","표 114
기타 유럽 지역: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)",0.95,"ROE likely stands for 'Rest of Europe', which matches '기타 유럽 지역'.",122,1
"TABLE 115 
ROE: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)","표 115
기타 유럽 지역: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)",0.95,Direct match with the table title indicating the market for food-producing animal parasiticides.,122,1
"Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis","출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석",0.95,The sources are directly translated and match between the English and Korean texts.,122,1
"
9.4
아시아태평양","9.4 
ASIA PACIFIC",0.95,Direct translation of the section title with high confidence.,123,1
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the document title with high confidence.,123,1
